"","lat","lon","cellNumber","Data","Cobertura","Obs","Municipio","Bioma","Estado","Fonte","LCI","PVI","Ano","Forrageira","Manejo","Cultivo","Solo","Foto","Condicao"
"16957",-48.4543240805657,-11.0923596617032,168969612,NA,"Pastagem",NA,"IPUEIRAS","Cerrado","TO","LAPIG",0.73591763938,0.1900860088,2016,NA,NA,NA,NA,NA,NA
"16958",-48.366048696882,-10.7875648687973,165838814,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.61232765945,0.2447842344,2016,NA,NA,NA,NA,NA,NA
"16959",-48.2496698836333,-10.4786823108696,162643254,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.34355677535,0,2016,NA,NA,NA,NA,NA,NA
"16960",-48.3557368665351,-10.9075836338958,167069563,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.64296275456,0.3267418912,2016,NA,NA,NA,NA,NA,NA
"16961",-48.4040852069403,-11.2588721915802,170696996,NA,"Pastagem",NA,"IPUEIRAS","Cerrado","TO","LAPIG",0.40418608969,0.29602922907,2016,NA,NA,NA,NA,NA,NA
"16962",-48.4678740214685,-11.1191959592652,169250301,NA,"Pastagem",NA,"IPUEIRAS","Cerrado","TO","LAPIG",0.37452592125,0.26749542816,2016,NA,NA,NA,NA,NA,NA
"16963",-48.4257608264345,-11.0479423576634,168516194,NA,"Pastagem",NA,"IPUEIRAS","Cerrado","TO","LAPIG",0.52259865648,0.27006319558,2016,NA,NA,NA,NA,NA,NA
"16964",-48.4231196,-11.0413253,168451419,NA,"Pastagem",NA,"IPUEIRAS","Cerrado","TO","LAPIG",0.50369465188,0.29635665047,2016,NA,NA,NA,NA,NA,NA
"16965",-48.322136308184,-10.9318058611622,167328683,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.81645191361,0.29038097928,2016,NA,NA,NA,NA,NA,NA
"16966",-48.7221417024856,-10.8901535184798,166896652,NA,"Pastagem",NA,"BREJINHO DE NAZARÉ","Cerrado","TO","LAPIG",0.82740522454,0.78160947192,2016,NA,NA,NA,NA,NA,NA
"16967",-48.3767808478465,-10.864796018271,166616121,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.39242381525,0.21432570838,2016,NA,NA,NA,NA,NA,NA
"16968",-48.3621505370045,-10.8251946232626,166227472,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.59752060618,0.36187604179,2016,NA,NA,NA,NA,NA,NA
"16969",-48.3753107169888,-10.7840512024867,165795626,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.43377656909,0.25099630112,2016,NA,NA,NA,NA,NA,NA
"16970",-48.3843863036229,-10.7624618624705,165579701,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.55427862891,0.41063371808,2016,NA,NA,NA,NA,NA,NA
"16971",-48.2100369591402,-10.6318457847838,164219489,NA,"Pastagem",NA,"MONTE DO CARMO","Cerrado","TO","LAPIG",0.32588595508,0.17425573049,2016,NA,NA,NA,NA,NA,NA
"16972",-48.1900262882537,-10.6795530999749,164716114,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.54041945739,0.48874804978,2016,NA,NA,NA,NA,NA,NA
"16973",-48.2074774850844,-10.682512778925,164737698,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.46478244837,0.5069795543,2016,NA,NA,NA,NA,NA,NA
"16974",-48.1814314270061,-10.615768704662,164046766,NA,"Pastagem",NA,"MONTE DO CARMO","Cerrado","TO","LAPIG",0.31312657476,0.0665940655,2016,NA,NA,NA,NA,NA,NA
"16975",-48.260738491562,-10.6727675988989,164651304,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.5061545616,0.4068450337,2016,NA,NA,NA,NA,NA,NA
"16976",-48.2875113374322,-10.667053818299,164586516,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.42902141118,0.25734189908,2016,NA,NA,NA,NA,NA,NA
"16977",-48.3775363198312,-10.7248700627815,165191049,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.60401110134,0.31693798821,2016,NA,NA,NA,NA,NA,NA
"16978",-48.3869232283411,-10.6150709738228,164046668,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.62706309386,0.56609673486,2016,NA,NA,NA,NA,NA,NA
"16979",-48.3739037439255,-10.5779015162095,163658018,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.48076306015,0,2016,NA,NA,NA,NA,NA,NA
"16980",-48.3802749774059,-10.5455404642917,163334135,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.52799848836,0,2016,NA,NA,NA,NA,NA,NA
"16981",-48.3371790846937,-10.4834339356754,162686396,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.62197049941,0.68071633872,2016,NA,NA,NA,NA,NA,NA
"16982",-48.3283723330212,-10.4748753579763,162600032,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.7872682281,0.71114866041,2016,NA,NA,NA,NA,NA,NA
"16983",-48.2631361677937,-10.4826719198242,162686431,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.35123375053,0,2016,NA,NA,NA,NA,NA,NA
"16984",-48.2246170899061,-10.3204579021055,161002274,NA,"Pastagem",NA,"PALMAS","Cerrado","TO","LAPIG",0.62192285142,0.54081468817,2016,NA,NA,NA,NA,NA,NA
"16985",-48.3174299,-10.081838,158540741,NA,"Pastagem",NA,"PALMAS","Cerrado","TO","LAPIG",0.75309133064,0.53518342423,2016,NA,NA,NA,NA,NA,NA
"16986",-48.3196444819708,-10.069627753183,158411188,NA,"Pastagem",NA,"PALMAS","Cerrado","TO","LAPIG",0.60821343708,0.32583874387,2016,NA,NA,NA,NA,NA,NA
"16987",-48.3066643164125,-10.0230292220954,157936171,NA,"Pastagem",NA,"PALMAS","Cerrado","TO","LAPIG",0.37175274777,0.42431321351,2016,NA,NA,NA,NA,NA,NA
"16988",-48.3001598102929,-9.57184044483533,153272302,NA,"Pastagem",NA,"TOCANTÍNIA","Cerrado","TO","LAPIG",0.44927109667,0,2016,NA,NA,NA,NA,NA,NA
"16989",-48.3453859209054,-9.93787148626195,157050880,NA,"Pastagem",NA,"PALMAS","Cerrado","TO","LAPIG",0.53317385196,0.67068941461,2016,NA,NA,NA,NA,NA,NA
"16990",-48.3238069717774,-9.89243825688998,156597458,NA,"Pastagem",NA,"LAJEADO","Cerrado","TO","LAPIG",0.58421312168,0.73963367056,2016,NA,NA,NA,NA,NA,NA
"16991",-48.3559486361925,-9.73529011241306,154956451,NA,"Pastagem",NA,"LAJEADO","Cerrado","TO","LAPIG",0.89243705905,0,2016,NA,NA,NA,NA,NA,NA
"16992",-48.6339669276418,-9.61934065823311,153768758,NA,"Pastagem",NA,"MIRACEMA DO TOCANTINS","Cerrado","TO","LAPIG",0.4797093882,0.45159459959,2016,NA,NA,NA,NA,NA,NA
"16993",-48.3807440331382,-9.72417089819359,154848479,NA,"Pastagem",NA,"MIRACEMA DO TOCANTINS","Cerrado","TO","LAPIG",0.49537858977,0,2016,NA,NA,NA,NA,NA,NA
"16994",-48.3952196221734,-9.75308518351019,155150760,NA,"Pastagem",NA,"MIRACEMA DO TOCANTINS","Cerrado","TO","LAPIG",0.76664128625,0,2016,NA,NA,NA,NA,NA,NA
"16995",-48.4053274622914,-9.74507977718403,155064387,NA,"Pastagem",NA,"MIRACEMA DO TOCANTINS","Cerrado","TO","LAPIG",0.99242231879,0,2016,NA,NA,NA,NA,NA,NA
"16996",-48.4728265620792,-9.74911652503836,155107539,NA,"Pastagem",NA,"MIRACEMA DO TOCANTINS","Cerrado","TO","LAPIG",0.49712576672,0,2016,NA,NA,NA,NA,NA,NA
"16997",-48.4010620598165,-9.65843239996881,154179117,NA,"Pastagem",NA,"MIRACEMA DO TOCANTINS","Cerrado","TO","LAPIG",0.7284078196,0.57361457679,2016,NA,NA,NA,NA,NA,NA
"16998",-48.4202550623736,-9.61998526179958,153768860,NA,"Pastagem",NA,"MIRACEMA DO TOCANTINS","Cerrado","TO","LAPIG",0.51526317931,0,2016,NA,NA,NA,NA,NA,NA
"16999",-48.4545767352133,-9.56446106016901,153207452,NA,"Pastagem",NA,"MIRACEMA DO TOCANTINS","Cerrado","TO","LAPIG",0.67170355825,0.47523336434,2016,NA,NA,NA,NA,NA,NA
"17000",-48.5627418,-10.3549512,161369176,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.92369654098,0,2016,NA,NA,NA,NA,NA,NA
"17001",-48.5748153719858,-10.3442430578837,161261210,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.71294632231,0,2016,NA,NA,NA,NA,NA,NA
"17002",-48.5772182839151,-10.3360838969347,161174841,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.87847133157,0.4899860441,2016,NA,NA,NA,NA,NA,NA
"17003",-48.5731788296222,-10.3369261677717,161174843,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.75577933593,0.43761173494,2016,NA,NA,NA,NA,NA,NA
"17004",-48.5687377733534,-10.3535700443478,161347581,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.82780642855,0,2016,NA,NA,NA,NA,NA,NA
"17005",-48.6522872824325,-9.90240060161767,156683669,NA,"Pastagem",NA,"MIRACEMA DO TOCANTINS","Cerrado","TO","LAPIG",0.48149604127,0.53668642372,2016,NA,NA,NA,NA,NA,NA
"17006",-48.5735901,-10.3621456,161433947,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.59069489834,0.69363809089,2016,NA,NA,NA,NA,NA,NA
"17007",-48.5888654091344,-10.3550890336717,161369164,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.88822361825,0,2016,NA,NA,NA,NA,NA,NA
"17008",-48.5753339,-10.3600768,161412354,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.67786611651,0.60429262236,2016,NA,NA,NA,NA,NA,NA
"17009",-48.5682465117772,-10.3531851318622,161347581,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.82780642855,0,2016,NA,NA,NA,NA,NA,NA
"17010",-48.6680654031004,-9.88936927034754,156554110,NA,"Pastagem",NA,"BARROLÂNDIA","Cerrado","TO","LAPIG",0.93544459322,0.66764028988,2016,NA,NA,NA,NA,NA,NA
"17011",-48.5472812975218,-10.3589342850065,161412367,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.46453677097,0.47780415675,2016,NA,NA,NA,NA,NA,NA
"17012",-48.5834785955568,-10.3548730450294,161369166,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.88008586974,0,2016,NA,NA,NA,NA,NA,NA
"17013",-48.5900997171962,-10.3557386112036,161369163,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.91840116987,0,2016,NA,NA,NA,NA,NA,NA
"17014",-48.601982007356,-10.0547164399132,158259909,NA,"Pastagem",NA,"MIRACEMA DO TOCANTINS","Cerrado","TO","LAPIG",0.51942475221,0.68303192242,2016,NA,NA,NA,NA,NA,NA
"17015",-48.6524563975268,-10.1877287061875,159641773,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.58348065486,0.31521330625,2016,NA,NA,NA,NA,NA,NA
"17016",-48.6356361068429,-10.3643083212063,161455509,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.48449226538,0.70237759441,2016,NA,NA,NA,NA,NA,NA
"17017",-48.6570266831358,-10.3649295563172,161455499,NA,"Pastagem",NA,"PORTO NACIONAL","Cerrado","TO","LAPIG",0.91233209058,0.58082421745,2016,NA,NA,NA,NA,NA,NA
"17018",-48.7119221275863,-10.3354213733056,161153185,NA,"Pastagem",NA,"PARAÍSO DO TOCANTINS","Cerrado","TO","LAPIG",0.6353430911,0.49923456781,2016,NA,NA,NA,NA,NA,NA
"17019",-48.7494754324326,-10.3162807264653,160958839,NA,"Pastagem",NA,"PARAÍSO DO TOCANTINS","Cerrado","TO","LAPIG",0.49100612826,0.11194562839,2016,NA,NA,NA,NA,NA,NA
"17020",-48.5563105417856,-10.9819444336177,167825187,NA,"Pastagem",NA,"BREJINHO DE NAZARÉ","Cerrado","TO","LAPIG",0.54012868504,0.28810574095,2016,NA,NA,NA,NA,NA,NA
"17021",-48.579770802404,-11.0162924886178,168192240,NA,"Pastagem",NA,"BREJINHO DE NAZARÉ","Cerrado","TO","LAPIG",0.55085499265,0.37711979361,2016,NA,NA,NA,NA,NA,NA
"17022",-48.4988202570319,-9.75908407061791,155215487,NA,"Pastagem",NA,"MIRACEMA DO TOCANTINS","Cerrado","TO","LAPIG",0.79153409889,0.74997087464,2016,NA,NA,NA,NA,NA,NA
"17023",-48.6917954254121,-11.0254829485972,168278554,NA,"Pastagem",NA,"BREJINHO DE NAZARÉ","Cerrado","TO","LAPIG",0.32742666952,0.18459624992,2016,NA,NA,NA,NA,NA,NA
"17024",-48.7052454204989,-11.0244241804436,168278548,NA,"Pastagem",NA,"BREJINHO DE NAZARÉ","Cerrado","TO","LAPIG",0.37160490672,0.20414155281,2016,NA,NA,NA,NA,NA,NA
"17025",-48.755941629664,-11.0572100027494,168602404,NA,"Pastagem",NA,"BREJINHO DE NAZARÉ","Cerrado","TO","LAPIG",0.84529201394,0.32118336135,2016,NA,NA,NA,NA,NA,NA
"17026",-48.7827916459049,-11.0830882400662,168883087,NA,"Pastagem",NA,"BREJINHO DE NAZARÉ","Cerrado","TO","LAPIG",0.38550219144,0,2016,NA,NA,NA,NA,NA,NA
"17027",-48.7907822254307,-11.0846223983002,168904675,NA,"Pastagem",NA,"BREJINHO DE NAZARÉ","Cerrado","TO","LAPIG",0.59029102446,0,2016,NA,NA,NA,NA,NA,NA
"17028",-48.8439697343965,-11.1693062583202,169768330,NA,"Pastagem",NA,"CRIXÁS DO TOCANTINS","Cerrado","TO","LAPIG",0.81305203957,0,2016,NA,NA,NA,NA,NA,NA
"17029",-48.8765589433391,-11.2260072882326,170351298,NA,"Pastagem",NA,"CRIXÁS DO TOCANTINS","Cerrado","TO","LAPIG",0.52841210321,0.12006577728,2016,NA,NA,NA,NA,NA,NA
"17030",-48.886474283123,-11.2338967216129,170437661,NA,"Pastagem",NA,"CRIXÁS DO TOCANTINS","Cerrado","TO","LAPIG",0.60140332081,0.3563824044,2016,NA,NA,NA,NA,NA,NA
"17031",-50.3855666666667,-14.24745,201551016,"2015/09/16","Pastagem","Plantado a 13 anos","NOVA CRIXÁS","Cerrado","GO","LAPIG",0.36213841878,0.33770374383,2015,"Andropogon","Razoavelmente manejados",NA,"Cor Vermelho-Amarelo; Textura Franco Argiloso Arenoso",NA,"Homogeneidade média; Invasoras semi-arbustivas; 26 cm; ausência de animal; sem solo exposto; sem processo erosivo; com cupinzeiros"
"17032",-50.2226388888889,-13.4155277777778,192957478,"2015/09/15","Pastagem","Plantado a 23 anos","SÃO MIGUEL DO ARAGUAIA","Cerrado","GO","LAPIG",0.40171360141,0.32955465324,2015,"Brachiaria Brizantha cv Marandu (Brachiarão)","Muito bem manejados",NA,"Cor Vermelho; Textura Argilosa",NA,"Homogeneidade alta; sem invasoras; 28 cm; presença de animal; sem solo exposto; sem processo erosivo; com cupinzeiros"
"17033",-50.2315833333333,-13.3938055555556,192741554,"2015/09/15","Pastagem","Plantado a 23 anos","SÃO MIGUEL DO ARAGUAIA","Cerrado","GO","LAPIG",0.51320046689,0.22232720711,2015,"Andropogon","Muito bem manejados",NA,"Cor Vermelho-Amarelo; Textura Franco Argiloso Arenoso",NA,"Homogeneidade média; Invasoras herbáceas; 31 cm; ausência de animal; com solo exposto; sem processo erosivo; com cupinzeiros"
"17034",-50.3916111111111,-14.2618888888889,201702158,"2015/09/16","Pastagem","Plantado a 13 anos","NOVA CRIXÁS","Cerrado","GO","LAPIG",0.34049114012,0.30278678934,2015,"Brachiaria Brizantha cv Marandu (Brachiarão)","Muito bem manejados",NA,"Cor Vermelho-Amarelo; Textura Argilosa",NA,"Homogeneidade alta; sem invasoras; 40 cm; ausência de animal; sem solo exposto; sem processo erosivo; com cupinzeiros"
"17035",-50.3786388888889,-14.0855,199888436,"2015/09/17","Pastagem","Plantado a 15 anos","NOVA CRIXÁS","Cerrado","GO","LAPIG",0.37150763051,0.31221655404,2015,"Andropogon","Pobremente manejados",NA,"Cor Vermelho; Textura Argilosa",NA,"Homogeneidade média; Invasoras semi-arbustivas; 73 cm; ausência de animal; com solo exposto; sem processo erosivo; sem cupinzeiros"
"17036",-50.3744444444444,-14.0946944444444,199974806,"2015/09/17","Pastagem","Plantado a 15 anos","NOVA CRIXÁS","Cerrado","GO","LAPIG",0.44231010438,0.27969218713,2015,"Brachiaria Brizantha cv Marandu (Brachiarão)","Razoavelmente manejados",NA,"Cor Vermelho-Amarelo; Textura Franco Argiloso Arenoso",NA,"Homogeneidade alta; Invasoras semi-arbustivas; 38 cm; ausência de animal; sem solo exposto; sem processo erosivo; com cupinzeiros"
"17037",-50.3921388888889,-13.5230277777778,194080181,"2015/09/18","Pastagem","Plantado a 25 anos","SÃO MIGUEL DO ARAGUAIA","Cerrado","GO","LAPIG",0.47143528329,0.26264801094,2015,"Andropogon","Muito bem Manejados",NA,"Cor Vermelho-Amarelo; Textura Argilosa",NA,"Homogeneidade alta; sem invasoras; 51 cm; ausência de animal; sem solo exposto; sem processo erosivo; sem cupinzeiros"
"17038",-50.3901944444444,-13.5209444444444,194058590,"2015/09/18","Pastagem","Plantado a 25 anos","SÃO MIGUEL DO ARAGUAIA","Cerrado","GO","LAPIG",0.4557380016,0.23213105964,2015,"Brachiaria Brizantha cv Marandu (Brachiarão)","Muito bem Manejados",NA,"Cor Vermelho-Amarelo; Textura Argilosa",NA,"Homogeneidade média; Invasoras semi-arbustivas; 50 cm; presença de animal; sem solo exposto; sem processo erosivo; com cupinzeiros"
"17039",-50.1876388888889,-13.2358888888889,191100583,"2015/09/18","Pastagem","Plantado a 15 anos","SÃO MIGUEL DO ARAGUAIA","Cerrado","GO","LAPIG",0.4368403196,0.37213448936,2015,"Andropogon","Razoavelmente manejados",NA,"Cor Vermelho-Amarelo; Textura Argilosa",NA,"Homogeneidade média; Invasoras semi-arbustivas; 57 cm; ausência de animal; com solo exposto; sem processo erosivo; sem cupinzeiros"
"17040",-50.1866666666667,-13.2425,191165360,"2015/09/18","Pastagem","Plantado a 15 anos","SÃO MIGUEL DO ARAGUAIA","Cerrado","GO","LAPIG",0.42903634936,0.39719825667,2015,"Brachiaria Brizantha cv Marandu (Brachiarão)","Razoavelmente manejados",NA,"Cor Vermelho-Amarelo; Textura Argilosa",NA,"Homogeneidade média; Invasoras herbáceas; 35 cm; presença de animal; sem solo exposto; sem processo erosivo; sem cupinzeiros"
"17041",-50.0173055555556,-13.1251944444444,189956289,"2015/09/19","Pastagem","Plantado a 20 anos","SÃO MIGUEL DO ARAGUAIA","Cerrado","GO","LAPIG",0.46324785579,0.35622311288,2015,"Andropogon","Razoavelmente manejados",NA,"Cor Vermelho-Amarelo; Textura Argilosa",NA,"Homogeneidade média; Invasoras herbáceas; 60 cm; presença de  animal; sem solo exposto; sem processo erosivo; sem cupinzeiros"
"17042",-50.0085555555556,-13.1269166666667,189977885,"2015/09/19","Pastagem","Plantado a 15 anos","SÃO MIGUEL DO ARAGUAIA","Cerrado","GO","LAPIG",0.52265487319,0.30040459993,2015,"Brachiaria Brizantha cv Marandu (Brachiarão)","Muito bem manejados",NA,"Cor Vermelho; Textura Argilosa",NA,"Homogeneidade média; Invasoras herbáceas; 22 cm; presença de animal; com solo exposto; sem processo erosivo; sem cupinzeiros"
"17043",-49.8062222222222,-13.2578055555556,191338277,"2015/09/22","Pastagem","Plantado a 20 anos","NOVO PLANALTO","Cerrado","GO","LAPIG",0.4983584357,0.21981385628,2015,"Andropogon","Pobremente manejados",NA,"Cor Amarelo; Textura Argilosa",NA,"Homogeneidade baixa; Invasoras herbáceas; 21 cm; presença de animal; com solo exposto; com processo erosivo; sem cupinzeiros"
"17044",-49.8062222222222,-13.2578055555556,191338277,"2015/09/22","Pastagem","Plantado a 3 anos","NOVO PLANALTO","Cerrado","GO","LAPIG",0.4983584357,0.21981385628,2015,"Brachiaria Brizantha cv Marandu (Brachiarão)","Pobremente manejados",NA,"Cor Vermelho-Amarelo; Textura Argilosa",NA,"Homogeneidade média; Invasoras herbáceas; 9 cm; presença de animal; sem solo exposto; sem processo erosivo; sem cupinzeiros"
"17045",-50.8858333333333,-14.5504166666667,204681617,"2015/09/22","Pastagem","Plantado a 15 anos","ARUANÃ","Cerrado","GO","LAPIG",0.30325289417,0.38472710503,2015,"Brachiaria Brizantha cv Marandu (Brachiarão)","Muito bem manejados",NA,"Cor Vermelho-Amarelo; Textura Argilosa",NA,"Homogeneidade alta; sem invasoras; 33 cm; presença de animal; sem solo exposto; sem processo erosivo; sem cupinzeiros"
"17046",-52.07632,-6.52428,121810952,"2015/05/23","Pastagem","Pasto formado em 1987; 2 UA por hectare","SÃO FÉLIX DO XINGU","Amazônia","PA","LAPIG",0.93598857943,0.62338168197,2015,"B. brizantha","Reforma em 2009; Adubação fosfatada e calcário",NA,"Cor Vermelho; Nunca teve adubo",NA,"Homogeneidade baixa; Invasoras herbáceas; 19 cm; Ausência de animal; Com solo exposto; Sem cupinzeiros"
"17047",-52.06214,-6.51915,121767775,"2015/05/23","Pastagem","Gado para terminação","SÃO FÉLIX DO XINGU","Amazônia","PA","LAPIG",0.57831956606,0.57048845686,2015,"Mombaça",NA,NA,"Cor Vermelho;",NA,"Homogeneidade média; Invasoras semi-arbustiva; 85 cm; Presença de animal; Sem solo exposto; Sem cupinzeiros"
"17048",-52.0562,-6.52114,121767778,"2015/05/23","Pastagem",NA,"SÃO FÉLIX DO XINGU","Amazônia","PA","LAPIG",0.66931439086,0.40004503611,2015,"Mombaça",NA,NA,"Cor Vermelho;",NA,"Homogeneidade alta; Sem invasoras; 63 cm; Presença de animal; Com solo exposto; Sem cupinzeiros"
"17049",-52.05515,-6.52076,121767778,"2015/05/23","Pastagem",NA,"SÃO FÉLIX DO XINGU","Amazônia","PA","LAPIG",0.66931439086,0.40004503611,2015,"Mombaça",NA,NA,"Cor Vermelho;",NA,"Homogeneidade alta; Sem invasoras; 102 cm; Presença de animal; Sem solo exposto; Sem cupinzeiros"
"17050",-52.05066,-6.5188,121746188,"2015/05/23","Pastagem",NA,"SÃO FÉLIX DO XINGU","Amazônia","PA","LAPIG",0.93746784914,0,2015,"Mombaça",NA,NA,"Cor Vermelho; Solo em terreno declivoso um pouco mais fraco",NA,"Homogeneidade alta; Sem invasoras; 95 cm; Ausência de animal; Sem solo exposto; Sem cupinzeiros"
"17051",-52.18534,-6.43542,120882444,"2015/05/23","Pastagem",NA,"SÃO FÉLIX DO XINGU","Amazônia","PA","LAPIG",0.46314104573,0.50584893573,2015,"Mombaça",NA,NA,"Cor Vermelho;",NA,"Homogeneidade alta; Sem invasoras; 123 cm; Presença de animal; Sem solo exposto; Sem cupinzeiros"
"17052",-52.182011,-6.44476,120990405,"2015/05/23","Pastagem",NA,"SÃO FÉLIX DO XINGU","Amazônia","PA","LAPIG",0.43414243442,0.60354312277,2015,"Mombaça",NA,NA,"Cor Vermelho; Solo enxarcado",NA,"Homogeneidade média; Invasoras herbáceas; 92 cm; Presença de animal; Com solo exposto; Com cupinzeiros"
"17053",-52.19127,-6.42856,120817665,"2015/05/23","Pastagem",NA,"SÃO FÉLIX DO XINGU","Amazônia","PA","LAPIG",0.56240597309,0.66963563319,2015,"Mombaça",NA,NA,"Cor Vermelho; Solo enxarcado chuveu há 2 dias",NA,"Homogeneidade média; Invasoras herbáceas; 70 cm; Ausência de animal; Sem solo exposto; Sem cupinzeiros"
"17054",-51.98587,-6.59422,122523531,"2015/05/25","Pastagem",NA,"SÃO FÉLIX DO XINGU","Amazônia","PA","LAPIG",0.39096106517,0.70300841274,2015,"B. brizantha",NA,NA,"Cor Vermelho-Amarelo;",NA,"Homogeneidade baixa; Invasoras semi-arbustiva; 22 cm; Ausência de animal; Sem solo exposto; Sem cupinzeiros"
"17055",-51.98092,-6.59586,122545126,"2015/05/25","Pastagem",NA,"SÃO FÉLIX DO XINGU","Amazônia","PA","LAPIG",0.42598957515,0.76800611852,2015,"Mombaça",NA,NA,"Cor Vermelho-Amarelo; Solo úmido choveu ha pouco",NA,"Homogeneidade média; Invasoras semi-arbustiva; 86 cm; Presença de animal; Sem solo exposto; Sem cupinzeiros"
"17056",-51.97445,-6.58155,122393985,"2015/05/25","Pastagem",NA,"SÃO FÉLIX DO XINGU","Amazônia","PA","LAPIG",0.64600035479,0.76677562519,2015,"B. brizantha",NA,NA,"Cor Vermelho-Amarelo; Solo mais fértil que o primeiro pt visitado na propriedade",NA,"Homogeneidade média; Invasoras semi-arbustiva; 71 cm; Ausência de animal; Sem solo exposto; Com cupinzeiros"
"17057",-51.96163,-6.56519,122242847,"2015/05/25","Pastagem",NA,"SÃO FÉLIX DO XINGU","Amazônia","PA","LAPIG",0.55473959385,0.61455957764,2015,"Mombaça",NA,NA,"Cor Vermelho; Solo terra roxa com agua abundante",NA,"Homogeneidade média; Invasoras semi-arbustiva; 75 cm; Presença de animal; Com solo exposto; Sem cupinzeiros"
"17058",-52.07569,-6.34827,119997224,"2015/05/26","Pastagem",NA,"SÃO FÉLIX DO XINGU","Amazônia","PA","LAPIG",0.39651158799,0.54262293054,2015,"Mombaça",NA,NA,"Cor Amarelo; Solo mais pobre da região amarelo esbranquicado",NA,"Homogeneidade média; Invasoras sem invasoras; 210 cm; Presença de animal; Sem solo exposto; Sem cupinzeiros"
"17059",-52.07466,-6.34704,119975633,"2015/05/27","Pastagem",NA,"SÃO FÉLIX DO XINGU","Amazônia","PA","LAPIG",0.46352411009,0.54352188523,2015,"Mombaça",NA,NA,"Cor Cinza; Solo arenosa coloração acizentada",NA,"Homogeneidade baixa; Invasoras semi-arbustiva; 62 cm; Ausência de animal; Com solo exposto; Sem cupinzeiros"
"17060",-49.40113,-10.03294,158043607,"2015/06/18","Pastagem",NA,"CHAPADA DE AREIA","Cerrado","TO","LAPIG",0.79333548913,0.75154028498,2015,"Andropogon",NA,NA,"Saibroso muita areia; Cor Amarelo",NA,"Homogeneidade média; invasoras semi-arbustivas; 40 cm; presença de animal; com solo exposto; com cupinzeiros"
"17061",-49.40401,-10.03236,158022014,"2015/06/18","Pastagem",NA,"CHAPADA DE AREIA","Cerrado","TO","LAPIG",0.35219892121,0.86210361912,2015,"Humidicola",NA,NA,"Solo aluvionar matéria orgânica muita; Cor Cinza",NA,"Homogeneidade alta; invasoras herbáceas; 50 cm; ausência de animal; sem solo exposto; com cupinzeiros"
"17062",-49.41028,-9.99083,157611763,"2015/06/18","Pastagem",NA,"CHAPADA DE AREIA","Cerrado","TO","LAPIG",0.48990274076,0,2015,"B. brizantha",NA,NA,"Solo arenoso acinzentado um pouco de matéria organica; Cor Cinza",NA,"Homogeneidade média; Invasoras semi-arbustivas; 10 cm; ausência de animal; sem solo exposto; com cupinzeiros"
